CODE_Origin,CODE_Destination,Dates,Transport_Mode,Distributor,Volume
Almacen 1135,Almacen 694,2024-04-05,Camion,Distribuidor 104,5.0
Almacen 1135,Almacen 694,2024-04-17,Camion,Distribuidor 104,6.0
Almacen 1135,Almacen 694,2024-04-18,Camion,Distribuidor 104,5.0
Almacen 1135,Almacen 694,2024-04-19,Camion,Distribuidor 104,4.0
Almacen 1135,Almacen 694,2024-04-20,Camion,Distribuidor 104,5.0
Almacen 1135,Almacen 694,2024-04-21,Camion,Distribuidor 104,3.0
Almacen 1135,Almacen 694,2024-04-24,Camion,Distribuidor 104,1.0
Almacen 1135,Almacen 694,2024-04-25,Camion,Distribuidor 104,1.0
Almacen 1135,Almacen 694,2024-04-28,Camion,Distribuidor 104,1.0
Almacen 1135,Almacen 695,2024-03-21,Camion,Distribuidor 79,5.0
Almacen 1135,Almacen 695,2024-03-22,Camion,Distribuidor 79,1.0
Almacen 1135,Almacen 695,2024-03-23,Camion,Distribuidor 79,2.0
Almacen 1135,Almacen 695,2024-03-25,Camion,Distribuidor 79,1.0
Almacen 1135,Almacen 695,2024-03-28,Camion,Distribuidor 79,3.0
Almacen 1135,Almacen 695,2024-03-29,Camion,Distribuidor 79,4.0
Almacen 1135,Almacen 695,2024-03-30,Camion,Distribuidor 79,5.0
Almacen 1135,Almacen 695,2024-04-04,Camion,Distribuidor 79,4.0
Almacen 1135,Almacen 695,2024-04-05,Camion,Distribuidor 79,3.0
Almacen 1135,Almacen 695,2024-04-17,Camion,Distribuidor 79,1.0
Almacen 1135,Almacen 695,2024-04-18,Camion,Distribuidor 79,1.0
Almacen 1135,Almacen 695,2024-04-19,Camion,Distribuidor 79,2.0
Almacen 1135,Almacen 695,2024-04-20,Camion,Distribuidor 79,2.0
Almacen 1135,Almacen 695,2024-04-21,Camion,Distribuidor 79,2.0
Almacen 1135,Almacen 695,2024-04-24,Camion,Distribuidor 79,2.0
Almacen 1135,Almacen 695,2024-04-27,Camion,Distribuidor 79,1.0
Almacen 1135,Almacen 697,2024-03-21,Camion,Distribuidor 69,14.0
Almacen 1135,Almacen 697,2024-03-22,Camion,Distribuidor 69,4.0
Almacen 1135,Almacen 697,2024-03-23,Camion,Distribuidor 69,1.0
Almacen 1135,Almacen 697,2024-03-24,Camion,Distribuidor 69,3.0
Almacen 1135,Almacen 697,2024-03-27,Camion,Distribuidor 69,1.0
Almacen 1135,Almacen 697,2024-03-28,Camion,Distribuidor 69,2.0
Almacen 1135,Almacen 697,2024-03-29,Camion,Distribuidor 69,4.0
Almacen 1135,Almacen 697,2024-03-30,Camion,Distribuidor 69,6.0
Almacen 1135,Almacen 697,2024-04-04,Camion,Distribuidor 69,5.0
Almacen 1135,Almacen 697,2024-04-05,Camion,Distribuidor 69,8.0
Almacen 1135,Almacen 697,2024-04-17,Camion,Distribuidor 69,2.0
Almacen 1135,Almacen 697,2024-04-19,Camion,Distribuidor 69,2.0
Almacen 1135,Almacen 697,2024-04-20,Camion,Distribuidor 69,2.0
Almacen 1135,Almacen 697,2024-04-21,Camion,Distribuidor 69,3.0
Almacen 1135,Almacen 697,2024-04-24,Camion,Distribuidor 69,2.0
Almacen 1135,Almacen 697,2024-04-25,Camion,Distribuidor 69,2.0
Almacen 1135,Almacen 709,2024-03-23,-,No Data,2.0
Almacen 1135,Almacen 709,2024-03-24,-,No Data,5.0
Almacen 1135,Almacen 709,2024-03-25,-,No Data,3.0
Almacen 1135,Almacen 709,2024-03-26,-,No Data,5.0
Almacen 1135,Almacen 709,2024-03-27,-,No Data,6.0
Almacen 1135,Almacen 709,2024-03-28,-,No Data,1.0
Almacen 1135,Almacen 709,2024-03-30,-,No Data,2.0
Almacen 1135,Almacen 709,2024-03-31,-,No Data,7.0
Almacen 1135,Almacen 709,2024-04-01,-,No Data,8.0
Almacen 1135,Almacen 709,2024-04-02,-,No Data,18.0
Almacen 1135,Almacen 709,2024-04-07,-,No Data,18.0
Almacen 1135,Almacen 709,2024-04-08,-,No Data,10.0
Almacen 1135,Almacen 709,2024-04-19,-,No Data,1.0
Almacen 1135,Almacen 709,2024-04-20,-,No Data,11.0
Almacen 1135,Almacen 709,2024-04-21,-,No Data,5.0
Almacen 1135,Almacen 709,2024-04-22,-,No Data,7.0
Almacen 1135,Almacen 709,2024-04-23,-,No Data,9.0
Almacen 1135,Almacen 709,2024-04-24,-,No Data,5.0
Almacen 1135,Almacen 709,2024-04-27,-,No Data,7.0
Almacen 1135,Almacen 709,2024-04-28,-,No Data,3.0
Almacen 1135,Almacen 724,2024-03-21,-,No Data,11.0
Almacen 1135,Almacen 724,2024-03-22,-,No Data,8.0
Almacen 1135,Almacen 724,2024-03-23,-,No Data,2.0
Almacen 1135,Almacen 724,2024-03-24,-,No Data,4.0
Almacen 1135,Almacen 724,2024-03-25,-,No Data,3.0
Almacen 1135,Almacen 724,2024-03-27,-,No Data,8.0
Almacen 1135,Almacen 724,2024-03-28,-,No Data,10.0
Almacen 1135,Almacen 724,2024-03-29,-,No Data,5.0
Almacen 1135,Almacen 724,2024-03-30,-,No Data,2.0
Almacen 1135,Almacen 724,2024-04-04,-,No Data,7.0
Almacen 1135,Almacen 724,2024-04-05,-,No Data,6.0
Almacen 1135,Almacen 724,2024-04-17,-,No Data,6.0
Almacen 1135,Almacen 724,2024-04-18,-,No Data,3.0
Almacen 1135,Almacen 724,2024-04-19,-,No Data,2.0
Almacen 1135,Almacen 724,2024-04-20,-,No Data,2.0
Almacen 1135,Almacen 724,2024-04-21,-,No Data,3.0
Almacen 1135,Almacen 724,2024-04-24,-,No Data,4.0
Almacen 1135,Almacen 724,2024-04-25,-,No Data,2.0
Almacen 1135,Almacen 728,2024-03-21,Camion,Distribuidor 79,10.0
Almacen 1135,Almacen 728,2024-03-22,Camion,Distribuidor 79,2.0
Almacen 1135,Almacen 728,2024-03-24,Camion,Distribuidor 79,7.0
Almacen 1135,Almacen 728,2024-03-27,Camion,Distribuidor 79,1.0
Almacen 1135,Almacen 728,2024-03-28,Camion,Distribuidor 79,2.0
Almacen 1135,Almacen 728,2024-03-29,Camion,Distribuidor 79,3.0
Almacen 1135,Almacen 728,2024-03-30,Camion,Distribuidor 79,7.0
Almacen 1135,Almacen 728,2024-04-04,Camion,Distribuidor 79,5.0
Almacen 1135,Almacen 728,2024-04-05,Camion,Distribuidor 79,8.0
Almacen 1135,Almacen 728,2024-04-17,Camion,Distribuidor 79,8.0
Almacen 1135,Almacen 728,2024-04-18,Camion,Distribuidor 79,4.0
Almacen 1135,Almacen 728,2024-04-19,Camion,Distribuidor 79,2.0
Almacen 1135,Almacen 728,2024-04-20,Camion,Distribuidor 79,2.0
Almacen 1135,Almacen 728,2024-04-21,Camion,Distribuidor 79,6.0
Almacen 1135,Almacen 728,2024-04-24,Camion,Distribuidor 79,3.0
Almacen 1135,Almacen 728,2024-04-25,Camion,Distribuidor 79,1.0
Almacen 1135,Almacen 730,2024-03-28,Camion,Distribuidor 82,1.0
Almacen 1166,Almacen 642,2024-03-20,-,No Data,20.0
Almacen 1166,Almacen 642,2024-03-21,-,No Data,432.0
Almacen 1166,Almacen 642,2024-03-22,-,No Data,104.0
Almacen 1166,Almacen 642,2024-03-23,-,No Data,80.0
Almacen 1166,Almacen 642,2024-03-24,-,No Data,83.0
Almacen 1166,Almacen 642,2024-03-25,-,No Data,25.0
Almacen 1166,Almacen 642,2024-03-26,-,No Data,15.0
Almacen 1166,Almacen 642,2024-03-27,-,No Data,89.0
Almacen 1166,Almacen 642,2024-03-28,-,No Data,74.0
Almacen 1166,Almacen 642,2024-03-29,-,No Data,58.0
Almacen 1166,Almacen 642,2024-03-30,-,No Data,75.0
Almacen 1166,Almacen 642,2024-03-31,-,No Data,75.0
Almacen 1166,Almacen 642,2024-04-01,-,No Data,17.0
Almacen 1166,Almacen 642,2024-04-02,-,No Data,7.0
Almacen 1166,Almacen 642,2024-04-03,-,No Data,78.0
Almacen 1166,Almacen 642,2024-04-04,-,No Data,66.0
Almacen 1166,Almacen 642,2024-04-05,-,No Data,62.0
Almacen 1166,Almacen 642,2024-04-06,-,No Data,62.0
Almacen 1166,Almacen 642,2024-04-07,-,No Data,65.0
Almacen 1166,Almacen 642,2024-04-08,-,No Data,8.0
Almacen 1166,Almacen 642,2024-04-09,-,No Data,1.0
Almacen 1166,Almacen 642,2024-04-10,-,No Data,60.0
Almacen 1166,Almacen 642,2024-04-11,-,No Data,55.0
Almacen 1166,Almacen 642,2024-04-12,-,No Data,61.0
Almacen 1166,Almacen 642,2024-04-13,-,No Data,67.0
Almacen 1166,Almacen 642,2024-04-14,-,No Data,63.0
Almacen 1166,Almacen 642,2024-04-15,-,No Data,5.0
Almacen 1166,Almacen 642,2024-04-16,-,No Data,2.0
Almacen 1166,Almacen 642,2024-04-17,-,No Data,67.0
Almacen 1166,Almacen 642,2024-04-18,-,No Data,5.0
Almacen 1166,Almacen 642,2024-04-19,-,No Data,4.0
Almacen 1166,Almacen 642,2024-04-20,-,No Data,3.0
Almacen 1166,Almacen 642,2024-04-21,-,No Data,3.0
Almacen 1166,Almacen 642,2024-04-22,-,No Data,4.0
Almacen 1166,Almacen 642,2024-04-23,-,No Data,2.0
Almacen 1166,Almacen 642,2024-04-24,-,No Data,3.0
Almacen 1166,Almacen 642,2024-04-25,-,No Data,7.0
Almacen 1166,Almacen 642,2024-04-26,-,No Data,5.0
Almacen 1166,Almacen 642,2024-04-28,-,No Data,1.0
Almacen 1233,Almacen 642,2024-03-19,-,No Data,54.0
Almacen 1233,Almacen 642,2024-03-20,-,No Data,63.0
Almacen 1233,Almacen 642,2024-03-21,-,No Data,18.0
Almacen 1233,Almacen 642,2024-03-22,-,No Data,280.0
Almacen 1233,Almacen 642,2024-03-23,-,No Data,106.0
Almacen 1233,Almacen 642,2024-03-24,-,No Data,108.0
Almacen 1233,Almacen 642,2024-03-25,-,No Data,99.0
Almacen 1233,Almacen 642,2024-03-26,-,No Data,558.0
Almacen 1233,Almacen 642,2024-03-27,-,No Data,116.0
Almacen 1233,Almacen 642,2024-03-28,-,No Data,184.0
Almacen 1233,Almacen 642,2024-03-29,-,No Data,201.0
Almacen 1233,Almacen 642,2024-03-30,-,No Data,90.0
Almacen 1233,Almacen 642,2024-03-31,-,No Data,63.0
Almacen 1233,Almacen 642,2024-04-01,-,No Data,53.0
Almacen 1233,Almacen 642,2024-04-02,-,No Data,74.0
Almacen 1233,Almacen 642,2024-04-03,-,No Data,26.0
Almacen 1233,Almacen 642,2024-04-04,-,No Data,80.0
Almacen 1233,Almacen 642,2024-04-05,-,No Data,103.0
Almacen 1233,Almacen 642,2024-04-06,-,No Data,91.0
Almacen 1233,Almacen 642,2024-04-07,-,No Data,87.0
Almacen 1233,Almacen 642,2024-04-08,-,No Data,75.0
Almacen 1233,Almacen 642,2024-04-09,-,No Data,43.0
Almacen 1233,Almacen 642,2024-04-10,-,No Data,72.0
Almacen 1233,Almacen 642,2024-04-11,-,No Data,158.0
Almacen 1233,Almacen 642,2024-04-12,-,No Data,165.0
Almacen 1233,Almacen 642,2024-04-13,-,No Data,169.0
Almacen 1233,Almacen 642,2024-04-14,-,No Data,127.0
Almacen 1233,Almacen 642,2024-04-15,-,No Data,142.0
Almacen 1233,Almacen 642,2024-04-16,-,No Data,65.0
Almacen 1233,Almacen 642,2024-04-17,-,No Data,73.0
Almacen 1233,Almacen 642,2024-04-18,-,No Data,191.0
Almacen 1233,Almacen 642,2024-04-19,-,No Data,99.0
Almacen 1233,Almacen 642,2024-04-20,-,No Data,104.0
Almacen 1233,Almacen 642,2024-04-22,-,No Data,6.0
Almacen 1233,Almacen 642,2024-04-23,-,No Data,113.0
Almacen 1233,Almacen 642,2024-04-25,-,No Data,4.0
Almacen 1233,Almacen 642,2024-04-26,-,No Data,10.0
Almacen 1233,Almacen 642,2024-04-27,-,No Data,5.0
Almacen 1233,Almacen 642,2024-04-28,-,No Data,1.0
Almacen 1233,Almacen 642,2024-04-29,-,No Data,3.0
Almacen 1233,Almacen 642,2024-04-30,-,No Data,3.0
Almacen 1326,Almacen 642,2024-03-19,-,No Data,1049.0
Almacen 1326,Almacen 642,2024-03-20,-,No Data,2095.0
Almacen 1326,Almacen 642,2024-03-21,-,No Data,597.0
Almacen 1326,Almacen 642,2024-03-22,-,No Data,1097.0
Almacen 1326,Almacen 642,2024-03-23,-,No Data,600.0
Almacen 1326,Almacen 642,2024-03-24,-,No Data,519.0
Almacen 1326,Almacen 642,2024-03-25,-,No Data,329.0
Almacen 1326,Almacen 642,2024-03-26,-,No Data,18.0
Almacen 1326,Almacen 642,2024-03-27,-,No Data,148.0
Almacen 1326,Almacen 642,2024-03-28,-,No Data,484.0
Almacen 1326,Almacen 642,2024-03-29,-,No Data,460.0
Almacen 1326,Almacen 642,2024-03-30,-,No Data,465.0
Almacen 1326,Almacen 642,2024-03-31,-,No Data,355.0
Almacen 1326,Almacen 642,2024-04-01,-,No Data,239.0
Almacen 1326,Almacen 642,2024-04-02,-,No Data,24.0
Almacen 1326,Almacen 642,2024-04-03,-,No Data,148.0
Almacen 1326,Almacen 642,2024-04-04,-,No Data,469.0
Almacen 1326,Almacen 642,2024-04-05,-,No Data,439.0
Almacen 1326,Almacen 642,2024-04-06,-,No Data,466.0
Almacen 1326,Almacen 642,2024-04-07,-,No Data,397.0
Almacen 1326,Almacen 642,2024-04-08,-,No Data,327.0
Almacen 1326,Almacen 642,2024-04-09,-,No Data,25.0
Almacen 1326,Almacen 642,2024-04-10,-,No Data,113.0
Almacen 1326,Almacen 642,2024-04-11,-,No Data,501.0
Almacen 1326,Almacen 642,2024-04-12,-,No Data,558.0
Almacen 1326,Almacen 642,2024-04-13,-,No Data,566.0
Almacen 1326,Almacen 642,2024-04-14,-,No Data,592.0
Almacen 1326,Almacen 642,2024-04-15,-,No Data,446.0
Almacen 1326,Almacen 642,2024-04-16,-,No Data,9.0
Almacen 1326,Almacen 642,2024-04-17,-,No Data,166.0
Almacen 1326,Almacen 642,2024-04-18,-,No Data,419.0
Almacen 1326,Almacen 642,2024-04-20,-,No Data,8.0
Almacen 1434,Almacen 622,2024-03-19,-,No Data,13.0
Almacen 1434,Almacen 622,2024-03-29,-,No Data,4.0
Almacen 1459,Almacen 642,2024-03-19,-,No Data,4.0
Almacen 1459,Almacen 642,2024-03-20,-,No Data,9.0
Almacen 1459,Almacen 642,2024-03-21,-,No Data,1.0
Almacen 1459,Almacen 642,2024-03-22,-,No Data,11.0
Almacen 1459,Almacen 642,2024-03-23,-,No Data,60.0
Almacen 1459,Almacen 642,2024-03-24,-,No Data,104.0
Almacen 1459,Almacen 642,2024-03-25,-,No Data,89.0
Almacen 1459,Almacen 642,2024-03-26,-,No Data,77.0
Almacen 1459,Almacen 642,2024-03-27,-,No Data,67.0
Almacen 1459,Almacen 642,2024-03-28,-,No Data,1.0
Almacen 1459,Almacen 642,2024-03-29,-,No Data,78.0
Almacen 1459,Almacen 642,2024-03-30,-,No Data,72.0
Almacen 1459,Almacen 642,2024-03-31,-,No Data,99.0
Almacen 1459,Almacen 642,2024-04-01,-,No Data,125.0
Almacen 1459,Almacen 642,2024-04-02,-,No Data,170.0
Almacen 1459,Almacen 642,2024-04-03,-,No Data,20.0
Almacen 1459,Almacen 642,2024-04-04,-,No Data,9.0
Almacen 1459,Almacen 642,2024-04-05,-,No Data,92.0
Almacen 1459,Almacen 642,2024-04-06,-,No Data,95.0
Almacen 1459,Almacen 642,2024-04-07,-,No Data,130.0
Almacen 1459,Almacen 642,2024-04-08,-,No Data,155.0
Almacen 1459,Almacen 642,2024-04-09,-,No Data,113.0
Almacen 1459,Almacen 642,2024-04-10,-,No Data,14.0
Almacen 1459,Almacen 642,2024-04-11,-,No Data,1.0
Almacen 1459,Almacen 642,2024-04-12,-,No Data,90.0
Almacen 1459,Almacen 642,2024-04-13,-,No Data,134.0
Almacen 1459,Almacen 642,2024-04-14,-,No Data,191.0
Almacen 1459,Almacen 642,2024-04-15,-,No Data,103.0
Almacen 1459,Almacen 642,2024-04-16,-,No Data,121.0
Almacen 1459,Almacen 642,2024-04-17,-,No Data,30.0
Almacen 1459,Almacen 642,2024-04-19,-,No Data,92.0
Almacen 1459,Almacen 642,2024-04-20,-,No Data,43.0
Almacen 1466,Almacen 642,2024-03-19,-,No Data,35.0
Almacen 1466,Almacen 642,2024-03-20,-,No Data,122.0
Almacen 1466,Almacen 642,2024-03-21,-,No Data,120.0
Almacen 1466,Almacen 642,2024-03-22,-,No Data,1245.0
Almacen 1466,Almacen 642,2024-03-23,-,No Data,1327.0
Almacen 1466,Almacen 642,2024-03-24,-,No Data,1299.0
Almacen 1466,Almacen 642,2024-03-25,-,No Data,1084.0
Almacen 1466,Almacen 642,2024-03-26,-,No Data,3.0
Almacen 1466,Almacen 642,2024-03-27,-,No Data,15.0
Almacen 1466,Almacen 642,2024-03-28,-,No Data,1162.0
Almacen 1466,Almacen 642,2024-03-29,-,No Data,1244.0
Almacen 1466,Almacen 642,2024-03-30,-,No Data,1058.0
Almacen 1466,Almacen 642,2024-03-31,-,No Data,1053.0
Almacen 1466,Almacen 642,2024-04-01,-,No Data,1093.0
Almacen 1466,Almacen 642,2024-04-02,-,No Data,1.0
Almacen 1466,Almacen 642,2024-04-03,-,No Data,96.0
Almacen 1466,Almacen 642,2024-04-04,-,No Data,1171.0
Almacen 1466,Almacen 642,2024-04-05,-,No Data,1146.0
Almacen 1466,Almacen 642,2024-04-06,-,No Data,1082.0
Almacen 1466,Almacen 642,2024-04-07,-,No Data,1174.0
Almacen 1466,Almacen 642,2024-04-08,-,No Data,1138.0
Almacen 1466,Almacen 642,2024-04-10,-,No Data,22.0
Almacen 1466,Almacen 642,2024-04-11,-,No Data,1216.0
Almacen 1466,Almacen 642,2024-04-12,-,No Data,1213.0
Almacen 1466,Almacen 642,2024-04-13,-,No Data,1239.0
Almacen 1466,Almacen 642,2024-04-14,-,No Data,1185.0
Almacen 1466,Almacen 642,2024-04-15,-,No Data,1118.0
Almacen 1466,Almacen 642,2024-04-17,-,No Data,18.0
Almacen 1466,Almacen 642,2024-04-18,-,No Data,1159.0
Almacen 1466,Almacen 642,2024-04-22,-,No Data,1.0
Almacen 1466,Almacen 642,2024-04-26,-,No Data,1.0
Almacen 1466,Almacen 642,2024-04-27,-,No Data,1.0
Almacen 260,Almacen 622,2024-03-21,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 622,2024-03-21,Tren,Distribuidor 18,13.0
Almacen 260,Almacen 622,2024-03-22,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 622,2024-03-22,Tren,Distribuidor 18,5.0
Almacen 260,Almacen 622,2024-03-23,Tren,Distribuidor 18,2.0
Almacen 260,Almacen 622,2024-03-24,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 622,2024-03-27,Tren,Distribuidor 18,2.0
Almacen 260,Almacen 622,2024-04-13,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 622,2024-04-13,Tren,Distribuidor 18,6.0
Almacen 260,Almacen 622,2024-04-14,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 622,2024-04-14,Tren,Distribuidor 18,8.0
Almacen 260,Almacen 622,2024-04-17,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 622,2024-04-17,Tren,Distribuidor 18,13.0
Almacen 260,Almacen 622,2024-04-18,Tren,Distribuidor 18,3.0
Almacen 260,Almacen 622,2024-04-19,Tren,Distribuidor 18,3.0
Almacen 260,Almacen 622,2024-04-20,Tren,Distribuidor 18,4.0
Almacen 260,Almacen 622,2024-04-21,Tren,Distribuidor 18,2.0
Almacen 260,Almacen 622,2024-04-24,Tren,Distribuidor 18,3.0
Almacen 260,Almacen 622,2024-04-26,Tren,Distribuidor 18,4.0
Almacen 260,Almacen 622,2024-04-27,Tren,Distribuidor 18,4.0
Almacen 260,Almacen 622,2024-04-28,Tren,Distribuidor 18,2.0
Almacen 260,Almacen 625,2024-04-14,-,No Data,1.0
Almacen 260,Almacen 625,2024-04-18,-,No Data,1.0
Almacen 260,Almacen 625,2024-04-26,-,No Data,1.0
Almacen 260,Almacen 626,2024-03-22,-,No Data,1.0
Almacen 260,Almacen 626,2024-04-14,-,No Data,1.0
Almacen 260,Almacen 626,2024-04-17,-,No Data,3.0
Almacen 260,Almacen 626,2024-04-19,-,No Data,1.0
Almacen 260,Almacen 626,2024-04-26,-,No Data,1.0
Almacen 260,Almacen 628,2024-03-21,-,No Data,8.0
Almacen 260,Almacen 628,2024-03-22,-,No Data,2.0
Almacen 260,Almacen 628,2024-03-24,-,No Data,2.0
Almacen 260,Almacen 628,2024-04-13,-,No Data,1.0
Almacen 260,Almacen 628,2024-04-14,-,No Data,2.0
Almacen 260,Almacen 628,2024-04-17,-,No Data,2.0
Almacen 260,Almacen 628,2024-04-20,-,No Data,1.0
Almacen 260,Almacen 628,2024-04-21,-,No Data,1.0
Almacen 260,Almacen 628,2024-04-25,-,No Data,1.0
Almacen 260,Almacen 642,2024-03-21,Camion,Distribuidor 56,7.0
Almacen 260,Almacen 642,2024-03-21,Tren,Distribuidor 18,40.0
Almacen 260,Almacen 642,2024-03-22,Camion,Distribuidor 56,4.0
Almacen 260,Almacen 642,2024-03-22,Tren,Distribuidor 18,20.0
Almacen 260,Almacen 642,2024-03-23,Camion,Distribuidor 56,1.0
Almacen 260,Almacen 642,2024-03-23,Tren,Distribuidor 18,6.0
Almacen 260,Almacen 642,2024-03-24,Camion,Distribuidor 56,1.0
Almacen 260,Almacen 642,2024-03-24,Tren,Distribuidor 18,3.0
Almacen 260,Almacen 642,2024-03-25,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 642,2024-03-26,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 642,2024-03-27,Camion,Distribuidor 56,2.0
Almacen 260,Almacen 642,2024-03-27,Tren,Distribuidor 18,8.0
Almacen 260,Almacen 642,2024-03-28,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 642,2024-03-30,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 642,2024-03-31,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 642,2024-04-03,Camion,Distribuidor 56,1.0
Almacen 260,Almacen 642,2024-04-03,Tren,Distribuidor 18,3.0
Almacen 260,Almacen 642,2024-04-13,Camion,Distribuidor 56,28.0
Almacen 260,Almacen 642,2024-04-13,Tren,Distribuidor 18,158.0
Almacen 260,Almacen 642,2024-04-14,Camion,Distribuidor 56,19.0
Almacen 260,Almacen 642,2024-04-14,Tren,Distribuidor 18,105.0
Almacen 260,Almacen 642,2024-04-16,Camion,Distribuidor 56,1.0
Almacen 260,Almacen 642,2024-04-16,Tren,Distribuidor 18,5.0
Almacen 260,Almacen 642,2024-04-17,Camion,Distribuidor 56,21.0
Almacen 260,Almacen 642,2024-04-17,Tren,Distribuidor 18,120.0
Almacen 260,Almacen 642,2024-04-18,Camion,Distribuidor 56,3.0
Almacen 260,Almacen 642,2024-04-18,Tren,Distribuidor 18,16.0
Almacen 260,Almacen 642,2024-04-19,Camion,Distribuidor 56,2.0
Almacen 260,Almacen 642,2024-04-19,Tren,Distribuidor 18,13.0
Almacen 260,Almacen 642,2024-04-20,Camion,Distribuidor 56,4.0
Almacen 260,Almacen 642,2024-04-20,Tren,Distribuidor 18,23.0
Almacen 260,Almacen 642,2024-04-21,Camion,Distribuidor 56,3.0
Almacen 260,Almacen 642,2024-04-21,Tren,Distribuidor 18,16.0
Almacen 260,Almacen 642,2024-04-22,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 642,2024-04-23,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 642,2024-04-24,Camion,Distribuidor 56,3.0
Almacen 260,Almacen 642,2024-04-24,Tren,Distribuidor 18,15.0
Almacen 260,Almacen 642,2024-04-25,Camion,Distribuidor 56,2.0
Almacen 260,Almacen 642,2024-04-25,Tren,Distribuidor 18,14.0
Almacen 260,Almacen 642,2024-04-26,Camion,Distribuidor 56,1.0
Almacen 260,Almacen 642,2024-04-26,Tren,Distribuidor 18,8.0
Almacen 260,Almacen 642,2024-04-27,Camion,Distribuidor 56,2.0
Almacen 260,Almacen 642,2024-04-27,Tren,Distribuidor 18,12.0
Almacen 260,Almacen 642,2024-04-28,Camion,Distribuidor 56,2.0
Almacen 260,Almacen 642,2024-04-28,Tren,Distribuidor 18,12.0
Almacen 260,Almacen 642,2024-04-29,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 642,2024-04-30,Tren,Distribuidor 18,1.0
Almacen 260,Almacen 647,2024-03-21,Camion,Distribuidor 12,7.0
Almacen 260,Almacen 647,2024-04-13,Camion,Distribuidor 12,1.0
Almacen 260,Almacen 647,2024-04-14,Camion,Distribuidor 12,3.0
Almacen 260,Almacen 647,2024-04-17,Camion,Distribuidor 12,4.0
Almacen 260,Almacen 647,2024-04-20,Camion,Distribuidor 12,1.0
Almacen 260,Almacen 647,2024-04-21,Camion,Distribuidor 12,1.0
Almacen 260,Almacen 647,2024-04-27,Camion,Distribuidor 12,2.0
Almacen 260,Almacen 649,2024-03-21,Camion,Distribuidor 21,1.0
Almacen 260,Almacen 649,2024-04-17,Camion,Distribuidor 21,4.0
Almacen 260,Almacen 649,2024-04-21,Camion,Distribuidor 21,1.0
Almacen 260,Almacen 649,2024-04-25,Camion,Distribuidor 21,1.0
Almacen 260,Almacen 651,2024-04-17,Camion,Distribuidor 14,2.0
Almacen 260,Almacen 651,2024-04-17,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 651,2024-04-26,Camion,Distribuidor 14,1.0
Almacen 260,Almacen 651,2024-04-26,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 653,2024-03-22,Camion,Distribuidor 41,1.0
Almacen 260,Almacen 653,2024-04-13,Camion,Distribuidor 41,1.0
Almacen 260,Almacen 653,2024-04-17,Camion,Distribuidor 41,2.0
Almacen 260,Almacen 653,2024-04-24,Camion,Distribuidor 41,1.0
Almacen 260,Almacen 653,2024-04-27,Camion,Distribuidor 41,1.0
Almacen 260,Almacen 663,2024-03-22,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 663,2024-04-14,Camion,Distribuidor 86,4.0
Almacen 260,Almacen 663,2024-04-17,Camion,Distribuidor 86,2.0
Almacen 260,Almacen 663,2024-04-18,Camion,Distribuidor 86,2.0
Almacen 260,Almacen 663,2024-04-20,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 663,2024-04-24,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 663,2024-04-28,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 664,2024-03-21,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 664,2024-03-22,Camion,Distribuidor 86,2.0
Almacen 260,Almacen 664,2024-04-13,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 664,2024-04-17,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 664,2024-04-18,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 664,2024-04-19,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 664,2024-04-20,Camion,Distribuidor 86,3.0
Almacen 260,Almacen 664,2024-04-21,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 664,2024-04-27,Camion,Distribuidor 86,1.0
Almacen 260,Almacen 669,2024-03-21,Camion,Distribuidor 47,1.0
Almacen 260,Almacen 669,2024-03-22,Camion,Distribuidor 47,1.0
Almacen 260,Almacen 669,2024-04-13,Camion,Distribuidor 47,2.0
Almacen 260,Almacen 669,2024-04-14,Camion,Distribuidor 47,1.0
Almacen 260,Almacen 669,2024-04-17,Camion,Distribuidor 47,2.0
Almacen 260,Almacen 669,2024-04-27,Camion,Distribuidor 47,1.0
Almacen 260,Almacen 676,2024-03-21,Camion,Distribuidor 39,14.0
